id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
57354.jpg,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Amante White Full-Coverage T-shirt Bra BGSI01
22763.jpg,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2011.0,Ethnic,BIBA Women Printed Red Kurta
18894.jpg,Women,Apparel,Dress,Dresses,Black,Fall,2011.0,Casual,Arrow Woman Lida Black Dress
49635.jpg,Women,Apparel,Bottomwear,Skirts,Pink,Summer,2010.0,Casual,Mineral Women Pink Skirt
19145.jpg,Men,Apparel,Topwear,Sweatshirts,Red,Fall,2011.0,Casual,United Colors of Benetton Men Solid Red SweatShirt
59453.jpg,Men,Apparel,Topwear,Shirts,Purple,Fall,2012.0,Casual,Arrow New York Men Purple Slim Fit Shirt
54710.jpg,Women,Apparel,Topwear,Kurtas,Orange,Fall,2012.0,Ethnic,Shree Women Orange Printed Kurta
28098.jpg,Men,Apparel,Innerwear,Briefs,Olive,Summer,2016.0,Casual,Jockey MC Men Olive Y Front Briefs 8003
42211.jpg,Women,Apparel,Topwear,Tunics,Lavender,Summer,2012.0,Casual,Sepia Women Lavender Tunic
52880.jpg,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,FNF Printed Green Sari
30864.jpg,Women,Apparel,Topwear,Kurtas,Magenta,Summer,2012.0,Ethnic,Fabindia Women Magenta Kurta
2679.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Inkfruit Men's You Are Being Black T-shirt
59692.jpg,Women,Apparel,Innerwear,Bra,Black,Summer,2014.0,Casual,Avirate Black Bra
39777.jpg,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Peter England Men Blue Casual Shirt
5203.jpg,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Mickey Men's The Original Red T-shirt
21124.jpg,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,s.Oliver Men Solid Black Sweater
24032.jpg,Men,Apparel,Topwear,Tshirts,Brown,Summer,2012.0,Casual,Locomotive Men Light Brown Printed T-shirt
34059.jpg,Boys,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Casual,Gini and Jony Boys Grey Shorts
26930.jpg,Women,Apparel,Topwear,Tops,Magenta,Summer,2012.0,Casual,Jealous 21 Women Magenta Top
14638.jpg,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Probase Men Double Pattern Check White Shirts
14051.jpg,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Flying Machine Men Check  Navy Blue Shirts
53762.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Puma Men Navy Blue and Red T-shirt
5892.jpg,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,Puma Women Tank White Tops
17288.jpg,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Red  Polo Tshirt
31578.jpg,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,Mark Taylor Men Printed Charcoal T-shirt
51004.jpg,Women,Apparel,Innerwear,Bra,Pink,Summer,2017.0,Casual,Enamor Brownish Pink Full Figure Bra FB09
45094.jpg,Women,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Bw!tch White Spirit Briefs
31549.jpg,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Classic Polo Men Striped White T-shirt
27880.jpg,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Scullers For Her Women White Printed Shirt
57132.jpg,Women,Apparel,Topwear,Tops,Multi,Summer,2012.0,Casual,Elle Women Multi Coloured Top
10662.jpg,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Doodle Boy Travel Red Tshirts
45652.jpg,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Park Avenue Men White Trunks
52423.jpg,Women,Apparel,Loungewear and Nightwear,Nightdress,Blue,Summer,2017.0,Casual,Red Rose Women Blue Nightdress
11576.jpg,Women,Apparel,Topwear,Kurtis,Cream,Summer,2011.0,Ethnic,W Women Printed Cream Kurtis
34403.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Back To The 70s Black T-shirt
51609.jpg,Women,Apparel,Bottomwear,Trousers,Cream,Fall,2012.0,Casual,Kraus Jeans Women Cream Trousers
28063.jpg,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Jockey ELANCE Men Pack Of 2 Briefs 1010
13828.jpg,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011.0,Casual,Indigo Nation Men Solid Navy Blue Sweaters
50717.jpg,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Doodle Boys white Printed T-Shirt
57169.jpg,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Elle Women Red Folklore Top
14663.jpg,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Basics Men Navy Blue Slim Fit Checked Shirt
11775.jpg,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Lee Men Printed White Tshirts
19518.jpg,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Stripes Blue Sweater
32504.jpg,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Scullers Men Purple Shirt
6026.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,UCB Men's Polo Neck With Big Ben Logo Black T-shirt
34607.jpg,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Hanes Men Black Briefs
22762.jpg,Women,Apparel,Topwear,Kurtis,Navy Blue,Fall,2011.0,Ethnic,BIBA OUTLET Women Printed Navy Blue Kurti
26799.jpg,Men,Apparel,Topwear,Shirts,Beige,Summer,2013.0,Formal,Arrow Men Beige Shirt
9237.jpg,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt
54319.jpg,Women,Apparel,Innerwear,Briefs,Red,Summer,2017.0,Casual,Garfield Women Red & Pink Briefs
39725.jpg,Women,Apparel,Bottomwear,Skirts,Charcoal,Summer,2012.0,Formal,Arrow Woman Charcoal Skirt
54928.jpg,Men,Apparel,Topwear,Tshirts,Cream,Summer,2012.0,Casual,Do u speak green Men Cream T-Shirt
42415.jpg,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,W Women White & Red Printed Kurta
36752.jpg,Girls,Apparel,Apparel Set,Clothing Set,Yellow,Summer,2012.0,Casual,Little Miss Girls Blazing Yellow Clothing Set
40183.jpg,Women,Apparel,Topwear,Kurtis,Pink,Summer,2012.0,Ethnic,Mumbai Slang Women Floral Pink Kurti
39379.jpg,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Peter England Men Navy Blue Party Jeans
10435.jpg,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Flying Machine Men HS Red Shirts
11728.jpg,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Lee Men Solid Red Tshirts
8549.jpg,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Basics Men Orange Polo T-shirt
12502.jpg,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,United Colors of Benetton Men Short Red Tshirts
3531.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Myntra Men's Creative Designs Navy Blue T-shirt
6271.jpg,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,UCB Men's Details Grey T-shirt
4377.jpg,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Mickey Men's Micky Wall Graphitti Playful Grey Violet T-shirt
30515.jpg,Women,Apparel,Innerwear,Bra,Blue,Summer,2017.0,Casual,Lovable Women Spice Blue Bra
49982.jpg,Women,Apparel,Innerwear,Briefs,Black,Winter,2015.0,Casual,Hanes Women Pack of 3 Briefs
36281.jpg,Women,Apparel,Loungewear and Nightwear,Night suits,Blue,Summer,2017.0,Casual,SDL by Sweet Dreams Women Blue Night suits
13336.jpg,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Gini and Jony Kids Printed Pink Tops
24329.jpg,Women,Apparel,Bottomwear,Track Pants,Blue,Fall,2011.0,Sports,ADIDAS Women Blue Track Pants
33964.jpg,Women,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Femella Women Black Shirt
11466.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,United Colors of Benetton Men Solid Navy Blue Polo Tshirt
24148.jpg,Men,Apparel,Topwear,Tshirts,Yellow,Spring,2012.0,Casual,ADIDAS Men Yellow Printed T-shirt
53228.jpg,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,2012.0,Formal,Mark Taylor Men Charcoal Grey Trousers
5984.jpg,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Locomotive Men Red Checked Shirt
31451.jpg,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Sports,Nike Men Running Red Jersey
41980.jpg,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Rodeo White T-shirt
40638.jpg,Women,Apparel,Topwear,Kurtas,Magenta,Summer,2012.0,Ethnic,Span Women Magenta Kurta
26243.jpg,Men,Apparel,Bottomwear,Shorts,Grey Melange,Summer,2012.0,Sports,Proline Grey Melange Shorts
33557.jpg,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Wrangler Women Chervon Yellow T-shirt
12629.jpg,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Probase Men Printed Red Tshirts
59982.jpg,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Avirate Black & Cream Dress
1982.jpg,Women,Apparel,Bottomwear,Shorts,Purple,Fall,2010.0,Casual,Puma Women's Island Shorts Purple
59985.jpg,Women,Apparel,Dress,Dresses,Green,Fall,2012.0,Casual,Avirate Women Green Dress
23156.jpg,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Mark Taylor Men White Printed T-shirt
59971.jpg,Women,Apparel,Dress,Dresses,Multi,Fall,2012.0,Casual,Avirate Multicoloured Dress
9149.jpg,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Women Rinse Blue Jeans
54890.jpg,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Do u speak green Women Green Top
5121.jpg,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Wrangler Women's Hippie Blue T-shirt
53048.jpg,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari
36845.jpg,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Men Skinny Blue Jeans
28143.jpg,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2016.0,Casual,Jockey 24 x 7 Men Navy Blue Knit Sport Shorts 9426
34178.jpg,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Navy Blue T-shirt
41789.jpg,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Remanika Women Black Top
39499.jpg,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Wildcraft Men Yellow T-shirt
28947.jpg,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,BIBA Women Ethnic White Kurta
18984.jpg,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,ADIDAS Originals Men Purple Polo T-shirt
35891.jpg,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Jungle Book Boys Ponya 11 Yellow T-shirt
11095.jpg,Women,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,Scullers Women Knit Black Sweaters
4062.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's India Is Known For Black T-shirt
37765.jpg,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,John Players Men Yellow Check Shirt
13736.jpg,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Belmonte Men Check Red Shirts
24944.jpg,Girls,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,United Colors of Benetton Kids Girls Red Top
16415.jpg,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Levi's Men Stripes Maroon Tshirts
19666.jpg,Women,Apparel,Topwear,Tops,Grey,Summer,2011.0,Casual,United Colors of Benetton Women Solid Grey Top
9541.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men Manu Auth Graphic Black T-Shirts
36818.jpg,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Vishudh Women Black Kurta
20373.jpg,Women,Apparel,Bottomwear,Track Pants,Pink,Fall,2011.0,Casual,Urban Yoga Women Solid Pink Track Pants
40606.jpg,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Span Women Purple Kurta
37754.jpg,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,John Players Men Striped Blue Shirt
3612.jpg,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Sports,Puma Men's Deccan Chargers It Grows on You Grey T-shirt
12619.jpg,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Probase Men Printed Grey Tshirts
46991.jpg,Women,Apparel,Topwear,Kurtas,Green,Fall,2012.0,Ethnic,Shree Women Green & Maroon  Embroidered Kurta
34579.jpg,Women,Apparel,Topwear,Tops,Orange,Summer,2012.0,Casual,Tonga Women Orange Printed Top
39857.jpg,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini And Jony Boys Printed Yellow T-Shirt
4244.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Probase Men's Against All Odds Navy T-shirt
59355.jpg,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Vishudh Women Blue Printed Kurta
14538.jpg,Women,Apparel,Topwear,Kurtis,Black,Fall,2011.0,Ethnic,Vishudh Women Golden Print Black and Blue Kurtis
11429.jpg,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,United Colors of Benetton Women Black Light Winter Top
24508.jpg,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Mother Earth Women Green Printed Kurta
59352.jpg,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Vishudh Women Green Printed Kurta
11282.jpg,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2016.0,Casual,Wrangler Men Blue Texas Jeans
2149.jpg,Men,Apparel,Topwear,Tshirts,White,Spring,2011.0,Casual,Basics Men Orange & White Polo T-shirt
8487.jpg,Women,Apparel,Dress,Dresses,Cream,Fall,2011.0,Casual,Forever New Women Champagne Dresses
26251.jpg,Men,Apparel,Bottomwear,Shorts,Grey Melange,Summer,2012.0,Sports,Proline Grey Melange Shorts
8813.jpg,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Spykar Men Ranger Black & Purple Check Shirt
14956.jpg,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Status Quo Men Printed White Tshirts
9506.jpg,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men White Stripes Shirts
57292.jpg,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,French Connection Men Blue Shirt
4226.jpg,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Probase Men's Last Week Grey T-shirt
30536.jpg,Women,Apparel,Innerwear,Bra,White,Summer,2014.0,Casual,Lovable Cotton Essensuals White Bra
58216.jpg,Women,Apparel,Bottomwear,Patiala,Multi,Fall,2012.0,Ethnic,Shree Women Multi Coloured Patiala
34992.jpg,Women,Apparel,Saree,Sarees,Navy Blue,Summer,2012.0,Ethnic,Fabindia H& Printed Navy Blue Cotton Mull Sari
7808.jpg,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Proline Men Red Polo T-shirt
34165.jpg,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Gini and Jony Girls Printed White Top
2122.jpg,Women,Apparel,Topwear,Tops,Black,Winter,2010.0,Casual,Lee Women Black Top
34950.jpg,Women,Apparel,Saree,Sarees,Beige,Summer,2012.0,Ethnic,Fabindia Women H& Printed Beige Sari
12668.jpg,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Probase Men Printed White Shirts
9508.jpg,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Casual,Puma Men Bermudas Black Shorts
4217.jpg,Girls,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Disney Kids Girl's Blue Disney Jeans Kidswear
50882.jpg,Women,Apparel,Saree,Sarees,Mustard,Fall,2012.0,Ethnic,Prafful Mustard Crepe Printed Sari
32257.jpg,Women,Apparel,Topwear,Tops,Beige,Summer,2012.0,Ethnic,Fabindia Women Printed Beige Ghicha Silk Wrap Top
6775.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Timberland Men's Tipped Pique Polo Black T-shirt
43496.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,French Connection Men Navy Blue T-shirt
52117.jpg,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Myntra Women Blue Printed Top
32462.jpg,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men Polo White T-shirt
40614.jpg,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Span Women Red Kurta
44885.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Puma Men Navy Blue Striped Polo neck T-shirt
40419.jpg,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Tonga Women White & Blue Printed Top
28791.jpg,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Denizen Men Black Jeans
37117.jpg,Men,Apparel,Topwear,Shirts,Blue,Fall,2012.0,Formal,Wills Lifestyle Men Blue Striped Shirt
10994.jpg,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Inkfruit Men Near Future Black Tshirts
53464.jpg,Women,Apparel,Innerwear,Bra,Maroon,Summer,2017.0,Casual,Amante Maroon Full-Coverage Lace Bra BCLC11
37545.jpg,Boys,Apparel,Innerwear,Innerwear Vests,Yellow,Summer,2012.0,Casual,Madagascar3 Boys Yellow Innerwear Vest
24152.jpg,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,Aurelia Women Purple Kurta
30767.jpg,Men,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Fabindia Men Brown Silk Kurta
45995.jpg,Women,Apparel,Saree,Sarees,Cream,Summer,2012.0,Ethnic,Fabindia Cream-Coloured & Blue Hand Printed Saree
9565.jpg,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,John Miller Men Striped Blue Shirt
9155.jpg,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Jealous 21 Women Jealous Black Tops
36266.jpg,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink Night suits
7460.jpg,Men,Apparel,Topwear,Tshirts,Burgundy,Summer,2011.0,Casual,Proline Men Burgundy Printed T-shirt
19078.jpg,Women,Apparel,Topwear,Kurtas,Off White,Fall,2011.0,Ethnic,W Women Floral Print Off White Kurta
8279.jpg,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Mr.Men Men's Green Tea T-shirt
13314.jpg,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Gini and Jony Kids Boys Check Red Shirts
12009.jpg,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,Mark Taylor Men Red Striped Shirt
57099.jpg,Women,Apparel,Bottomwear,Capris,Purple,Summer,2012.0,Casual,Elle Women Purple Capris
3208.jpg,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Women's Prism Blue T-shirt
52349.jpg,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Summer,2017.0,Casual,Red Rose Women Pink Nightdress
33970.jpg,Women,Apparel,Dress,Dresses,Navy Blue,Summer,2012.0,Casual,Femella Women Navy Blue Dress
52382.jpg,Women,Apparel,Loungewear and Nightwear,Nightdress,White,Winter,2015.0,Casual,Red Rose White Nightdress
17544.jpg,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue & White Striped Shirt
54081.jpg,Women,Apparel,Topwear,Kurtis,Red,Summer,2012.0,Ethnic,Mumbai Slang Women Red Kurti
4218.jpg,Girls,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Disney Kids Girl's Purple Disney Jeans Kidswear
38765.jpg,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys Printed Green T-shirt
25011.jpg,Women,Apparel,Topwear,Tops,Peach,Summer,2012.0,Casual,United Colors of Benetton Women Peach Top
10792.jpg,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Wrangler Men Authentic Rope Embro Red Shirts
7200.jpg,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Jealous 21 Women's Round Neck White Top
16491.jpg,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Locomotive Men Printed Grey TShirt
40640.jpg,Women,Apparel,Topwear,Kurtas,Olive,Summer,2012.0,Ethnic,Span Women Olive Green Kurta
23312.jpg,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,W Women Green Printed Kurta
6254.jpg,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Lee Women's Shakira White Black T-shirt
26947.jpg,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Jealous 21 Women Printed Purple T-shirt
7178.jpg,Women,Apparel,Bottomwear,Track Pants,Blue,Fall,2011.0,Casual,Jealous 21 Women Medium Dark Blue Jegging
56805.jpg,Women,Apparel,Apparel Set,Kurta Sets,Magenta,Summer,2012.0,Ethnic,Aneri Women Magenta Salwar Suit
25536.jpg,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Wrangler Men Durham Big Check Green Shirt
54767.jpg,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Prafful Women Green Printed Kurta
58737.jpg,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Women Black T-shirt
53545.jpg,Women,Apparel,Innerwear,Briefs,Multi,Winter,2015.0,Casual,Amante Women Pack of 3 Assorted Briefs PFPR14
42261.jpg,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,John Players Men Blue Jeans
25367.jpg,Men,Apparel,Innerwear,Innerwear Vests,Maroon,Summer,2016.0,Casual,Levis Men Maroon Innerwear T-shirt
20028.jpg,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Solid Grey Shirt
31733.jpg,Men,Apparel,Topwear,Blazers,Black,Summer,2012.0,Formal,Reid & Taylor Men Charcoal Grey Blazer
49843.jpg,Boys,Apparel,Bottomwear,Shorts,Khaki,Summer,2012.0,Casual,Gini and Jony Boys Khaki Bermuda Shorts
28048.jpg,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Jockey ELANCE Men White Hi-Cut Brief 1008
39330.jpg,Girls,Apparel,Bottomwear,Skirts,White,Summer,2012.0,Casual,Gini & Jony Girls White Skirt
51870.jpg,Men,Apparel,Topwear,Tshirts,Beige,Fall,2012.0,Casual,Mark Taylor Beige Printed T-shirt
11565.jpg,Women,Apparel,Topwear,Kurtas,Green,Summer,2011.0,Ethnic,W Women Printed Green Kurtas
52054.jpg,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Myntra Men White T-shirt
34246.jpg,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Proline Men Red T-shirt with Printed Detail
4754.jpg,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,ADIDAS Men's 3S Crew Black White T-shirt
34419.jpg,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Men Blue Freedom Warior T-shirt
32970.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Angry Birds Men Printed Black T-shirt
12913.jpg,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men Mandarin Collar White Shirts
17496.jpg,Men,Apparel,Topwear,Tshirts,Mustard,Fall,2011.0,Casual,Classic Polo Men Stripes Mustard Polo T-Shirt
34614.jpg,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Hanes Men ComfortSoft Pack of 2 Waistband Hip Briefs
3775.jpg,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Status Quo Men's Purple Polo T-shirt
21904.jpg,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,BIBA Women Printed Black Kurta
12914.jpg,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Spykar Men Bold Stripes Grey Shirts
50993.jpg,Women,Apparel,Loungewear and Nightwear,Nightdress,Taupe,Summer,2017.0,Casual,Enamor Women Taupe Nightdress
59446.jpg,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2012.0,Casual,Arrow Sport Men Navy Blue Check Slim Fit Shirt
35994.jpg,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Flying Machine Women Washed Blue Capris
12117.jpg,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Aurelia Women Solid Blue Kurtas
31361.jpg,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Locomotive Men Printed Grey T-shirt
16127.jpg,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Sports,ADIDAS Men Grape Pink Polo Tshirts
11705.jpg,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Lee Men Check Blue Shirts
52462.jpg,Women,Apparel,Loungewear and Nightwear,Nightdress,Green,Winter,2015.0,Casual,Red Rose Green & Black Nightdress
12346.jpg,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Formal,Reebok Women Grey Solid V-Neck T-shirt
50597.jpg,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Chromozome Men Blue Briefs
6607.jpg,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Spykar Men's Stinger Basket Ball Team White Red Stripes T-shirt
3944.jpg,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Jealous 21 Women's White Happy Preetiest T-shirt
13293.jpg,Men,Apparel,Bottomwear,Shorts,White,Fall,2011.0,Casual,Gini and Jony Kids Boys Solid White Shorts
32580.jpg,Women,Apparel,Topwear,Tunics,Blue,Summer,2012.0,Casual,ONLY Women Blue Printed Tunic
34445.jpg,Women,Apparel,Topwear,Tshirts,Peach,Summer,2012.0,Casual,Myntra Women Love Only Peach T-shirt
9677.jpg,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,ADIDAS Men  Green  Tshirts
4161.jpg,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Inkfruit Women's Mementos Purple T-shirt
27400.jpg,Women,Apparel,Innerwear,Bra,Nude,Summer,2018.0,Casual,Jockey Essence Nude-Coloured Full-Coverage Cross Over Bra 1242
